house_id,buid_date,date_priced,dst_dock,dst_mkt,dst_tower,dst_river,dining_rooms,bedrooms,bathrooms,king_visit,curse,king_blessing,locations,holy_tree,builder,price,house_age,build_year,priced_year
6e33932c,1605-04-17 20:57:00,1607-03-02 08:18:00,88.55057099999998,56.95558199999999,92.912417,22.074211,4.0,4.0,4.0,0,0.0,155,2,1.0,0,1513457.0,683.0,1605.0,1607.0
6e339393,1603-07-12 12:35:00,1610-04-24 03:37:00,24.697024,5.722156,61.44659100000001,5.32287,2.0,3.0,2.0,0,0.0,149,1,1.0,0,1515060.0,2477.0,1603.0,1610.0
6e3393c5,1604-12-23 07:54:00,1607-02-03 08:39:00,6.808377,97.169176,28.362391,46.26731,4.0,4.0,,0,1.0,82,3,0.0,0,1211085.0,772.0,1604.0,1607.0
6e3393c9,1604-04-06 08:34:00,1609-10-05 20:13:00,118.683221,21.462171,136.729784,29.346827,4.0,2.0,4.0,0,1.0,141,2,,0,1261867.0,2008.0,1604.0,1609.0
6e339417,1600-02-26 03:13:00,1611-07-06 13:37:00,73.771715,40.280821,82.708768,39.384479,2.0,4.0,3.0,0,0.0,157,4,1.0,0,1417449.0,4148.0,1600.0,1611.0
6e339430,1601-09-23 23:31:00,1610-05-14 18:23:00,22.077184,103.562925,,27.996457,4.0,3.0,2.0,0,0.0,108,1,1.0,0,1265710.0,3154.0,1601.0,1610.0
6e339455,1606-01-26 13:24:00,1608-06-07 04:48:00,,67.48339,126.207807,70.73669699999998,3.0,3.0,3.0,0,0.0,118,1,1.0,0,1334148.0,862.0,1606.0,1608.0
6e33946b,1606-10-12 23:14:00,1607-12-20 07:10:00,,84.82854,52.210296,57.025863,,2.0,4.0,0,0.0,141,0,1.0,0,1459058.0,433.0,1606.0,1607.0
6e33947a,1602-07-22 12:59:00,1611-11-03 04:37:00,,8.539128999999999,,8.384083,3.0,3.0,4.0,0,0.0,74,3,1.0,0,1328737.0,3390.0,1602.0,1611.0
6e339495,1606-07-18 02:15:00,1607-10-05 15:55:00,0.403226,0.528697,186.037517,49.049316,3.0,4.0,4.0,0,0.0,102,3,1.0,0,1357560.0,444.0,1606.0,1607.0
6e33949a,1600-04-15 18:10:00,1612-09-14 18:42:00,19.638232,23.002448,99.043129,24.768361,3.0,2.0,2.0,0,0.0,135,1,1.0,0,1334739.0,4535.0,1600.0,1612.0
6e3394e7,1605-10-08 15:19:00,1612-11-17 15:19:00,23.712485,,84.02744100000002,12.518582,4.0,4.0,4.0,0,0.0,154,1,1.0,0,1592535.0,2597.0,1605.0,1612.0
6e3395f8,1603-12-10 13:40:00,1610-03-03 01:36:00,92.987007,92.167064,10.126616,46.703556,2.0,3.0,4.0,0,0.0,116,3,1.0,0,1205279.0,2274.0,1603.0,1610.0
6e339661,1606-05-25 15:28:00,1607-12-24 02:59:00,35.132391,29.320802,154.649904,1.140132,,2.0,2.0,0,0.0,133,0,1.0,0,1466123.0,577.0,1606.0,1607.0
6e339692,1603-04-08 01:57:00,1612-01-12 20:41:00,13.202286,,55.575137,5.103752,2.0,4.0,3.0,0,0.0,153,1,1.0,0,1508293.0,3201.0,1603.0,1612.0
6e3396a5,1606-04-19 22:54:00,1609-02-17 23:49:00,42.873158,98.286902,12.063643,6.817146000000001,4.0,3.0,2.0,0,0.0,69,1,1.0,0,1215354.0,1035.0,1606.0,1609.0
6e3397a6,1604-06-05 05:16:00,1609-03-01 10:33:00,,,98.970297,3.769667,4.0,2.0,2.0,0,0.0,51,3,1.0,0,1048544.0,1730.0,1604.0,1609.0
6e3397d8,1603-01-13 23:30:00,1608-10-15 00:12:00,23.659918,,147.72118500000005,20.818471,4.0,4.0,3.0,0,,92,1,1.0,0,1284216.0,2101.0,1603.0,1608.0
6e339815,1606-04-22 16:24:00,1609-12-01 21:59:00,101.071764,32.030415999999995,107.780407,11.583663,3.0,,4.0,0,0.0,158,1,,0,1467298.0,1319.0,1606.0,1609.0
6e3398b9,1602-02-19 15:22:00,1611-06-21 16:30:00,73.772068,,104.317547,13.222914,2.0,4.0,3.0,0,1.0,153,1,0.0,0,1415684.0,3409.0,1602.0,1611.0
6e339975,1600-11-13 20:26:00,1608-08-10 14:49:00,62.307525,41.664256,88.826899,34.322733,4.0,3.0,4.0,0,0.0,113,1,1.0,0,1339273.0,2826.0,1600.0,1608.0
6e3399cb,1601-08-17 23:22:00,1612-08-20 11:43:00,112.036726,16.137107,124.387314,44.476087,3.0,2.0,3.0,0,0.0,140,3,,0,1236775.0,4020.0,1601.0,1612.0
6e339a09,1603-01-24 23:40:00,1609-10-20 20:14:00,,,126.831333,6.478324,2.0,3.0,,0,0.0,58,1,1.0,0,1050591.0,2460.0,1603.0,1609.0
6e339a14,1605-07-19 01:52:00,1612-02-27 10:31:00,7.6212399999999985,44.469212,156.08434599999995,22.57032,4.0,2.0,,0,1.0,113,1,0.0,0,1289496.0,2414.0,1605.0,1612.0
6e339a20,1604-01-19 16:24:00,1611-09-04 20:48:00,8.264084,123.631541,107.87157,44.956017,,3.0,3.0,1,0.0,157,3,1.0,0,1331404.0,2785.0,1604.0,1611.0
6e339a65,1604-11-02 13:21:00,1608-10-21 09:45:00,23.068537,9.936515,98.128257,27.890821000000006,3.0,3.0,4.0,0,0.0,141,4,1.0,0,1511782.0,1448.0,1604.0,1608.0
6e339a7c,1601-06-28 07:40:00,1609-09-21 14:41:00,32.04527,57.661476,123.766861,20.670989,,4.0,3.0,0,0.0,117,0,1.0,0,1343128.0,3007.0,1601.0,1609.0
6e339aeb,1601-10-15 19:25:00,1608-03-13 04:26:00,8.122696000000001,37.79524,119.055494,49.172562,2.0,3.0,3.0,0,0.0,128,3,,0,1262193.0,2340.0,1601.0,1608.0
6e339b0f,1601-05-28 23:33:00,1610-05-10 11:51:00,126.807321,82.94828000000003,202.006099,60.34729,3.0,4.0,2.0,0,0.0,150,2,1.0,0,1243515.0,3268.0,1601.0,1610.0
6e339b34,1602-06-21 15:43:00,1611-03-24 03:19:00,,65.299716,6.328142,30.28292,2.0,2.0,2.0,0,0.0,118,3,,0,1160555.0,3197.0,1602.0,1611.0
6e339b47,1605-07-14 20:47:00,1610-07-15 14:37:00,65.195867,34.309301,82.706558,20.951943,4.0,3.0,3.0,0,0.0,86,3,1.0,0,1247906.0,1826.0,1605.0,1610.0
6e339b7c,1604-06-08 19:43:00,1611-10-18 18:11:00,120.954704,69.105103,94.379224,38.804304,3.0,3.0,4.0,0,0.0,157,1,1.0,0,1430971.0,2687.0,1604.0,1611.0
6e339b82,1605-07-18 21:16:00,1607-05-17 12:37:00,16.44164,73.401021,18.977439,80.515229,2.0,3.0,4.0,0,,145,1,1.0,0,1445068.0,667.0,1605.0,1607.0
6e339bed,1601-08-16 01:27:00,1611-08-09 05:40:00,18.404737,24.247501,35.307129,53.056446,3.0,3.0,4.0,1,0.0,129,2,,0,1234284.0,3645.0,1601.0,1611.0
6e339c46,1604-08-21 17:47:00,1612-06-01 15:56:00,41.314024,19.358115,89.754597,51.066874,3.0,,4.0,0,0.0,133,0,1.0,0,1399132.0,2840.0,1604.0,1612.0
6e339c53,1601-02-05 06:25:00,1609-11-03 08:30:00,26.450713,41.14816500000001,211.54727000000003,8.592778,2.0,3.0,4.0,0,1.0,146,1,0.0,0,1405435.0,3193.0,1601.0,1609.0
6e339c8e,1606-04-04 18:40:00,1611-04-01 08:57:00,76.731223,11.380254,255.895821,11.925617,4.0,4.0,3.0,0,,74,1,,0,1294070.0,1822.0,1606.0,1611.0
6e339c96,1606-05-04 20:36:00,1611-04-06 14:14:00,85.46834100000002,61.884873,9.378207000000002,41.34077,3.0,4.0,3.0,0,1.0,147,1,,0,1394614.0,1797.0,1606.0,1611.0
6e339caa,1602-01-21 05:26:00,1607-05-28 00:37:00,1.588539,55.729282,44.027552,20.235148,3.0,2.0,3.0,0,0.0,31,3,1.0,0,960060.0,1952.0,1602.0,1607.0
6e339ccf,1606-12-26 01:16:00,1612-07-22 01:15:00,76.545875,13.519069,12.686025,86.718538,3.0,4.0,3.0,0,0.0,156,2,,0,1395145.0,2034.0,1606.0,1612.0
6e339d57,1604-08-27 22:20:00,1612-02-08 02:44:00,7.12193,42.105723,197.789814,75.255346,,3.0,3.0,0,0.0,130,2,1.0,0,1233705.0,2720.0,1604.0,1612.0
6e339e2e,1600-01-23 04:18:00,1608-08-24 03:49:00,29.650134,,62.450421,38.792453,4.0,2.0,3.0,0,0.0,116,0,1.0,0,1337187.0,3135.0,1600.0,1608.0
6e339e47,1600-12-20 06:57:00,1612-07-15 13:16:00,1.84736,,58.188651,48.76667,2.0,3.0,2.0,0,0.0,122,1,1.0,0,1270713.0,4225.0,1600.0,1612.0
6e339e88,1605-09-06 00:22:00,1610-01-03 20:55:00,32.560744,22.296972,23.486445,18.670872,2.0,3.0,2.0,0,0.0,148,1,1.0,0,1518491.0,1580.0,1605.0,1610.0
6e339eb7,1600-06-22 09:29:00,1607-10-05 10:58:00,50.001498,94.542973,147.343107,15.180994,2.0,2.0,4.0,0,0.0,85,4,1.0,0,1101580.0,2661.0,1600.0,1607.0
6e339ec2,1606-03-14 12:33:00,1612-03-27 16:46:00,7.2553550000000016,104.226364,163.32341,43.187637,3.0,4.0,2.0,0,0.0,117,1,,0,1225483.0,2205.0,1606.0,1612.0
6e339edb,1601-11-09 21:16:00,1612-07-19 20:49:00,93.656757,,41.389878,4.79954,4.0,3.0,4.0,0,0.0,157,0,1.0,0,1517417.0,3904.0,1601.0,1612.0
6e339ee1,1605-09-11 16:57:00,1612-03-20 07:39:00,117.811301,8.36769,68.028903,70.318547,,4.0,3.0,0,0.0,153,0,1.0,0,1479050.0,2381.0,1605.0,1612.0
6e339ee8,1605-07-06 10:15:00,1609-08-07 03:12:00,53.02265799999999,33.624835,72.05481999999998,18.51801,3.0,3.0,4.0,0,0.0,110,3,1.0,0,1324623.0,1492.0,1605.0,1609.0
6e339f25,1605-07-12 18:57:00,1607-07-09 00:54:00,23.536091,11.156241,105.131041,27.956873,4.0,4.0,4.0,0,0.0,82,2,1.0,0,1310813.0,726.0,1605.0,1607.0
6e339f56,1602-06-09 11:26:00,1611-03-11 11:34:00,57.013617,5.039003,38.936707,3.294659,4.0,,4.0,0,0.0,124,1,1.0,0,1401965.0,3197.0,1602.0,1611.0
6e339f97,1603-10-26 01:18:00,1608-05-23 10:57:00,60.066947,,193.407081,5.773007,4.0,4.0,4.0,0,1.0,159,2,0.0,0,1486922.0,1671.0,1603.0,1608.0
6e339fd1,1602-08-06 18:31:00,1607-10-05 18:30:00,20.182118,142.341403,242.206838,71.547513,2.0,3.0,2.0,0,0.0,50,1,1.0,0,855364.0,1885.0,1602.0,1607.0
6e339fdf,1601-05-19 10:45:00,1612-07-01 11:24:00,11.294869,40.848267,104.928376,54.798619,4.0,3.0,4.0,0,0.0,144,4,1.0,0,1436257.0,4061.0,1601.0,1612.0
6e33a029,1601-12-23 00:37:00,1608-02-12 05:45:00,87.620931,101.768657,82.282265,12.32629,2.0,3.0,4.0,0,,131,2,1.0,0,1275942.0,2242.0,1601.0,1608.0
6e33a094,1603-05-16 17:39:00,1612-08-14 09:56:00,61.897089,109.814147,62.089111,56.278661,4.0,4.0,3.0,0,0.0,65,4,1.0,0,1033459.0,3377.0,1603.0,1612.0
6e33a0d6,1601-09-11 09:18:00,1609-12-11 16:36:00,53.14475,84.458701,87.475689,46.090404,3.0,4.0,3.0,0,0.0,63,0,1.0,0,1115179.0,3013.0,1601.0,1609.0
6e33a123,1602-12-16 16:37:00,1610-07-24 07:29:00,,98.103792,109.408416,22.49452,2.0,3.0,,1,0.0,74,2,1.0,0,1132243.0,2776.0,1602.0,1610.0
6e33a13d,1606-08-05 12:25:00,1608-08-10 21:39:00,17.573937,42.924373,76.93608499999998,18.47083,3.0,3.0,4.0,0,0.0,115,1,1.0,0,1442419.0,736.0,1606.0,1608.0
6e33a26c,1600-12-24 16:56:00,1610-11-11 08:18:00,,8.403528,22.699388,61.589359,4.0,3.0,3.0,0,0.0,99,1,1.0,0,1257505.0,3608.0,1600.0,1610.0
6e33a2a4,1601-07-10 13:17:00,1612-09-26 01:33:00,80.400181,10.262787,6.226939,36.085054,3.0,4.0,3.0,1,0.0,74,3,,0,1200985.0,4095.0,1601.0,1612.0
6e33a2ae,1603-12-13 00:37:00,1611-11-21 05:48:00,29.434132,74.001154,179.407545,18.339908,3.0,2.0,4.0,0,0.0,108,2,1.0,0,1149959.0,2900.0,1603.0,1611.0
6e33a2c5,1605-04-22 01:22:00,1612-10-22 10:41:00,13.168566,74.440508,123.111932,11.879721,,3.0,4.0,0,0.0,34,1,1.0,0,939637.0,2740.0,1605.0,1612.0
6e33a330,1604-08-27 19:55:00,1610-07-12 16:56:00,14.175094,101.611196,11.344396,16.268596,2.0,3.0,2.0,0,0.0,92,2,1.0,0,1145161.0,2144.0,1604.0,1610.0
6e33a3af,1604-10-08 17:47:00,1609-07-07 01:44:00,124.496627,23.048092,56.826446,38.428378,2.0,3.0,4.0,0,0.0,157,2,1.0,0,1410061.0,1732.0,1604.0,1609.0
6e33a3dc,1606-12-22 20:12:00,1612-02-10 06:53:00,,55.60029300000001,207.454066,50.921606,3.0,4.0,3.0,0,0.0,59,4,,0,1024924.0,1875.0,1606.0,1612.0
6e33a4b5,1602-07-06 16:35:00,1607-08-17 23:59:00,59.500457,,31.284187,11.278651,4.0,2.0,2.0,0,0.0,133,2,1.0,0,1370446.0,1868.0,1602.0,1607.0
6e33a519,1601-05-18 12:52:00,1608-10-26 04:44:00,57.281903,99.774121,25.769836,13.129934,4.0,2.0,3.0,0,1.0,127,2,0.0,0,1249630.0,2717.0,1601.0,1608.0
6e33a59d,1605-08-19 00:30:00,1609-04-25 19:11:00,47.897375,62.08989,236.801446,71.755364,4.0,4.0,4.0,0,0.0,57,4,1.0,0,1083992.0,1345.0,1605.0,1609.0
6e33a5ca,1606-06-21 21:11:00,1612-11-03 09:57:00,29.873554,110.686628,139.679505,71.43801500000002,3.0,2.0,2.0,0,0.0,152,0,1.0,0,1399610.0,2326.0,1606.0,1612.0
6e33a5cc,1606-02-24 23:43:00,1607-02-01 20:41:00,42.010871,33.72842,10.809797,12.180296,2.0,4.0,4.0,0,0.0,74,3,,0,1353043.0,341.0,1606.0,1607.0
6e33a66b,1603-09-01 15:52:00,1610-09-16 17:26:00,94.227065,69.179346,162.422007,0.777482,3.0,4.0,3.0,0,0.0,101,4,1.0,0,1228042.0,2572.0,1603.0,1610.0
6e33a671,1605-04-11 17:42:00,1612-01-06 06:59:00,12.137934,130.206967,163.123325,6.9233699999999985,4.0,4.0,3.0,0,0.0,58,1,1.0,0,1061878.0,2460.0,1605.0,1612.0
6e33a6b0,1604-01-12 01:58:00,1608-04-18 09:32:00,61.056699,14.125469,0.918944,35.756135,2.0,2.0,2.0,0,1.0,54,1,0.0,0,1081579.0,1558.0,1604.0,1608.0
6e33a6b7,1600-02-20 06:47:00,1608-08-22 02:10:00,20.026358,24.05235,45.062455,33.039004,,3.0,,0,0.0,113,1,1.0,0,1302365.0,3105.0,1600.0,1608.0
6e33a70b,1601-07-28 06:51:00,1610-09-05 04:55:00,21.869026,93.604574,8.907513,26.537368,4.0,3.0,4.0,0,,94,0,1.0,0,1263895.0,3325.0,1601.0,1610.0
6e33a72d,1600-09-16 09:48:00,1608-05-23 22:38:00,120.440135,58.527432,,69.975758,3.0,4.0,2.0,0,1.0,154,1,,0,1306234.0,2806.0,1600.0,1608.0
6e33a7c5,1601-10-01 08:35:00,1610-05-22 05:36:00,1.429349,35.36386500000001,193.197899,31.824889,3.0,3.0,3.0,0,0.0,58,0,1.0,0,1091793.0,3154.0,1601.0,1610.0
6e33a8e8,1603-11-26 08:50:00,1612-06-06 20:50:00,11.705805,11.004431,70.83679599999998,53.891055,2.0,4.0,2.0,0,1.0,132,1,,0,1322944.0,3115.0,1603.0,1612.0
6e33a8ef,1602-07-11 08:15:00,1611-08-06 18:12:00,106.678872,,120.34863500000002,26.209019,3.0,3.0,2.0,1,0.0,149,1,1.0,0,1352880.0,3313.0,1602.0,1611.0
6e33a941,1604-03-04 02:59:00,1612-10-18 12:33:00,21.168612,27.433867,105.870976,18.137471,2.0,,2.0,0,0.0,154,0,1.0,0,1509404.0,3150.0,1604.0,1612.0
6e33aa51,1604-09-23 05:31:00,1607-12-27 02:22:00,31.299698,62.159491,22.811137,14.370907,2.0,3.0,3.0,0,0.0,78,3,1.0,0,1177398.0,1189.0,1604.0,1607.0
6e33aabf,1604-07-05 18:50:00,1612-05-02 09:41:00,37.934184,58.471680000000006,233.285877,13.602094,3.0,3.0,4.0,0,0.0,152,0,1.0,0,1461733.0,2857.0,1604.0,1612.0
6e33ab4b,1605-12-19 12:19:00,1607-06-08 23:25:00,26.778225,105.793437,67.091658,15.628473,3.0,3.0,4.0,1,1.0,130,1,0.0,0,1380489.0,536.0,1605.0,1607.0
6e33ab51,1606-03-01 19:23:00,1611-06-11 18:32:00,102.236035,11.770257,124.842282,45.785068,3.0,4.0,3.0,0,0.0,64,1,1.0,0,1143201.0,1927.0,1606.0,1611.0
6e33ab59,1601-08-23 10:21:00,1610-03-13 02:15:00,28.056349,9.750568,27.467599,25.702419,2.0,3.0,4.0,0,0.0,112,1,1.0,0,1358786.0,3123.0,1601.0,1610.0
6e33ab7c,1604-11-22 21:26:00,1608-05-07 16:51:00,60.14745500000001,37.705975,118.344411,12.799579,3.0,4.0,2.0,0,0.0,101,2,1.0,0,1270730.0,1261.0,1604.0,1608.0
6e33ab95,1604-12-08 11:57:00,1608-07-04 19:48:00,148.241049,,17.760208,2.938536,2.0,,3.0,0,0.0,151,1,1.0,0,1429657.0,1304.0,1604.0,1608.0
6e33abee,1605-08-19 15:44:00,1612-11-19 14:42:00,123.631546,10.019692,14.418957,20.103531,3.0,4.0,3.0,1,0.0,117,1,1.0,0,1343485.0,2648.0,1605.0,1612.0
6e33abfb,1606-01-21 16:20:00,1609-02-05 15:20:00,35.62974000000001,5.815485,152.34631000000005,2.792393,2.0,3.0,2.0,0,1.0,152,1,0.0,0,1549304.0,1110.0,1606.0,1609.0
6e33ac0d,1602-08-05 02:35:00,1608-03-27 02:26:00,57.616216,80.248311,197.320608,7.2662330000000015,,2.0,4.0,0,0.0,152,1,1.0,0,1376319.0,2060.0,1602.0,1608.0
6e33ac5a,1605-06-02 01:56:00,1611-01-04 20:28:00,84.97779399999997,34.683619,103.73994,14.307132,3.0,4.0,4.0,0,0.0,135,2,1.0,0,1413934.0,2042.0,1605.0,1611.0
6e33ac5d,1604-03-28 18:28:00,1611-05-10 22:23:00,55.563834,46.452745,125.354105,28.9652,2.0,3.0,4.0,0,0.0,138,2,,0,1281570.0,2599.0,1604.0,1611.0
6e33ac62,1606-12-06 03:56:00,1608-09-06 19:12:00,84.299995,78.66624300000002,177.935683,62.772795,2.0,4.0,4.0,1,0.0,112,1,,0,1170767.0,640.0,1606.0,1608.0
6e33ac86,1604-10-27 05:32:00,1610-02-09 13:46:00,37.213514,130.584794,17.523156,2.961732,3.0,3.0,3.0,0,1.0,130,1,0.0,0,1345991.0,1931.0,1604.0,1610.0
6e33ac89,1606-01-05 05:16:00,1610-02-05 02:12:00,,30.3291,88.7568,11.346038,3.0,4.0,2.0,0,1.0,130,0,0.0,0,1491149.0,1491.0,1606.0,1610.0
6e33acba,1600-01-25 13:28:00,1610-08-10 11:35:00,13.556654,10.416677,69.117502,50.754489,2.0,2.0,3.0,0,0.0,144,1,1.0,0,1406571.0,3849.0,1600.0,1610.0
6e33ad1a,1602-07-15 19:37:00,1609-08-05 16:25:00,,42.547465,232.379442,19.909702,3.0,2.0,3.0,1,0.0,158,4,1.0,0,1406260.0,2577.0,1602.0,1609.0
6e33ae5f,1601-08-05 07:22:00,1607-11-16 11:25:00,4.8270050000000015,,70.767379,17.616376000000006,4.0,4.0,3.0,0,0.0,147,2,1.0,0,1494586.0,2294.0,1601.0,1607.0
6e33aecc,1602-02-22 07:42:00,1608-05-15 13:17:00,8.380098,24.641891,13.029306,59.54336800000001,3.0,4.0,3.0,0,0.0,123,2,1.0,0,1368418.0,2274.0,1602.0,1608.0
6e33af1e,1605-11-06 16:43:00,1609-08-04 11:28:00,78.42418,31.32752,191.752107,81.096296,2.0,4.0,3.0,0,1.0,74,0,,0,1212807.0,1366.0,1605.0,1609.0
6e33af59,1602-11-03 11:26:00,1612-02-27 17:32:00,111.398781,99.354982,74.559329,66.385616,2.0,,,0,1.0,74,4,0.0,0,1059936.0,3403.0,1602.0,1612.0
6e33afa1,1603-05-20 10:32:00,1612-11-23 20:14:00,7.420205,3.165755,33.213691,19.585231,3.0,2.0,4.0,0,0.0,106,0,1.0,0,1381905.0,3475.0,1603.0,1612.0
6e33b025,1605-03-21 17:36:00,1609-10-28 02:14:00,51.594585,84.859055,169.979855,11.004986,3.0,3.0,4.0,0,0.0,99,2,1.0,0,1167710.0,1681.0,1605.0,1609.0
6e33b0e2,1606-10-21 11:32:00,1607-08-06 02:22:00,7.098839,86.929099,88.953068,24.802691,,3.0,2.0,0,,156,0,1.0,0,1565026.0,288.0,1606.0,1607.0
6e33b102,1605-04-23 13:14:00,1611-08-07 01:24:00,65.77019,11.077063,72.195985,8.260472,,3.0,4.0,0,0.0,140,4,1.0,0,1451547.0,2296.0,1605.0,1611.0
6e33b114,1604-06-07 05:22:00,1612-11-13 05:29:00,72.22495,52.405225,44.775029,77.655029,2.0,4.0,4.0,0,0.0,52,3,,0,919862.0,3081.0,1604.0,1612.0
6e33b147,1602-02-12 06:32:00,1609-02-07 08:26:00,1.466753,53.974523,217.309371,40.898025,4.0,4.0,4.0,0,0.0,103,4,,0,1225944.0,2552.0,1602.0,1609.0
6e33b16e,1602-11-25 02:26:00,1607-04-21 13:10:00,62.313773,16.025935999999998,62.689545,3.438947,3.0,4.0,4.0,0,0.0,144,0,1.0,0,1593435.0,1608.0,1602.0,1607.0
6e33b180,1604-09-15 14:38:00,1609-09-17 17:25:00,111.551719,,168.819718,19.540128,4.0,3.0,3.0,0,0.0,53,1,,0,975446.0,1828.0,1604.0,1609.0
6e33b192,1602-09-24 17:12:00,1610-03-14 11:48:00,19.992729,70.603169,129.910828,4.6140940000000015,4.0,2.0,2.0,0,0.0,73,2,1.0,0,1064366.0,2727.0,1602.0,1610.0
6e33b1a2,1606-08-28 23:19:00,1607-01-22 09:44:00,124.953155,,179.261552,4.726864,4.0,2.0,4.0,0,0.0,127,1,1.0,0,1381454.0,146.0,1606.0,1607.0
6e33b1aa,1601-02-03 07:44:00,1611-10-15 09:37:00,,36.956853,90.727443,19.209036,3.0,3.0,3.0,0,1.0,27,2,,0,773782.0,3906.0,1601.0,1611.0
6e33b28e,1602-11-01 14:18:00,1610-05-15 17:11:00,24.223578,31.339912,67.819517,2.126792,3.0,4.0,3.0,0,0.0,135,1,1.0,0,1480739.0,2752.0,1602.0,1610.0
6e33b292,1606-06-06 18:23:00,1607-12-24 04:17:00,5.298255,36.047949,47.595558,80.79076500000002,2.0,4.0,4.0,1,0.0,80,2,1.0,0,1162648.0,565.0,1606.0,1607.0
6e33b294,1602-01-11 17:45:00,1609-05-21 06:44:00,3.797417,32.0962,113.310194,22.72124,4.0,3.0,4.0,0,0.0,94,1,1.0,0,1285409.0,2686.0,1602.0,1609.0
6e33b2a0,1602-03-06 02:55:00,1612-06-05 18:34:00,,5.79832,122.349275,4.13112,4.0,4.0,4.0,0,0.0,146,1,1.0,0,1513745.0,3744.0,1602.0,1612.0
6e33b32b,1605-11-22 07:27:00,1607-02-28 03:50:00,52.896633,37.085448,147.459204,8.138902,,2.0,2.0,0,1.0,139,2,,0,1293199.0,462.0,1605.0,1607.0
6e33b348,1604-09-21 01:32:00,1609-04-27 15:42:00,17.129076,0.924951,177.125688,7.171347,2.0,2.0,3.0,0,1.0,131,0,0.0,0,1430091.0,1679.0,1604.0,1609.0
6e33b34c,1600-03-14 13:18:00,1608-01-12 03:27:00,14.92414,19.151819,8.964979,27.84188,4.0,4.0,4.0,0,1.0,134,3,0.0,0,1466028.0,2859.0,1600.0,1608.0
6e33b37a,1605-07-28 21:19:00,1612-11-21 08:58:00,145.864361,69.227182,120.814419,41.385525,2.0,3.0,4.0,0,0.0,108,1,1.0,0,1143264.0,2672.0,1605.0,1612.0
6e33b414,1602-09-10 08:46:00,1612-01-11 00:23:00,,0.12626800000000002,0.8313290000000001,20.995324,4.0,3.0,2.0,0,,69,1,1.0,0,1189138.0,3409.0,1602.0,1612.0
6e33b42c,1600-12-02 04:28:00,1612-08-06 15:24:00,59.666247,18.879416,121.740293,22.156801,2.0,4.0,4.0,0,0.0,126,3,1.0,0,1292463.0,4265.0,1600.0,1612.0
6e33b496,1604-04-18 06:33:00,1611-03-04 23:35:00,117.480719,29.380821,129.027075,35.954408,3.0,2.0,2.0,0,0.0,74,1,1.0,0,1243618.0,2511.0,1604.0,1611.0
6e33b4a7,1603-01-25 19:45:00,1610-07-22 01:43:00,7.446559,,18.281201,24.031512,2.0,4.0,4.0,0,0.0,110,4,1.0,0,1341910.0,2734.0,1603.0,1610.0
6e33b4b3,1602-09-22 16:17:00,1611-07-17 06:22:00,,58.123149,57.100639,5.356537,4.0,3.0,2.0,0,0.0,150,2,1.0,0,1420812.0,3219.0,1602.0,1611.0
6e33b50b,1602-09-28 11:14:00,1609-08-08 06:12:00,60.58153100000001,,108.43143899999998,60.863941,3.0,3.0,2.0,0,0.0,142,1,1.0,0,1372416.0,2505.0,1602.0,1609.0
6e33b594,1603-02-10 03:45:00,1607-07-22 22:18:00,36.868034,26.641537,43.018474,10.835545,2.0,4.0,4.0,0,0.0,142,4,1.0,0,1524360.0,1623.0,1603.0,1607.0
6e33b5a6,1600-11-16 13:47:00,1610-11-11 00:50:00,0.999333,49.518829,51.045007,64.333956,3.0,3.0,2.0,0,0.0,135,0,1.0,0,1397858.0,3646.0,1600.0,1610.0
6e33b5b0,1603-09-05 07:40:00,1612-01-26 06:59:00,19.537816,43.119842,7.0141300000000015,46.159006,2.0,2.0,2.0,0,0.0,159,1,,0,1419680.0,3064.0,1603.0,1612.0
6e33b64a,1601-02-11 16:10:00,1610-03-03 04:39:00,7.134975999999999,,54.35737099999999,41.424802,4.0,2.0,4.0,0,0.0,124,1,1.0,0,1344730.0,3306.0,1601.0,1610.0
6e33b6fb,1603-08-03 16:14:00,1608-06-10 02:33:00,70.174992,111.361327,55.567696,5.2100050000000016,,,4.0,0,0.0,153,4,,0,1340413.0,1772.0,1603.0,1608.0
6e33b72f,1601-12-04 18:14:00,1609-02-01 09:48:00,75.13916800000001,8.894675999999997,241.86155,45.158088,4.0,4.0,4.0,0,0.0,84,1,1.0,0,1185497.0,2615.0,1601.0,1609.0
6e33b772,1605-09-03 01:23:00,1608-06-05 05:54:00,18.237179,43.324935,125.414833,32.348192,3.0,3.0,2.0,0,0.0,127,2,,0,1299191.0,1006.0,1605.0,1608.0
6e33b77c,1602-02-05 06:20:00,1609-05-02 07:23:00,24.638147,6.139016000000002,145.639855,11.486701,3.0,4.0,2.0,0,1.0,108,1,,0,1277179.0,2643.0,1602.0,1609.0
6e33b77f,1600-04-07 20:31:00,1607-06-18 02:58:00,,94.473878,22.311449,13.063743,4.0,3.0,2.0,0,0.0,151,1,1.0,0,1470950.0,2627.0,1600.0,1607.0
6e33b790,1606-09-25 00:23:00,1609-10-03 21:50:00,54.99817,51.13841,30.103690000000004,12.667312,,4.0,4.0,0,0.0,146,3,1.0,0,1527507.0,1104.0,1606.0,1609.0
6e33b79b,1601-12-12 02:24:00,1607-03-02 15:28:00,22.12359,8.452401,77.719408,9.306923,2.0,3.0,4.0,0,0.0,146,2,1.0,0,1463107.0,1906.0,1601.0,1607.0
