house_id,buid_date,date_priced,garden,dst_dock,dst_capital,dst_mkt,dst_tower,dst_river,renovation,dining_rooms,bedrooms,bathrooms,king_visit,curse,king_blessing,farm_land,locations,holy_tree,dst_knight
  6e32f614, 6/21/1603 5:27 PM ,  9/3/1610 11:53 PM,0,106.731061,46.734770,100.856521,143.750870,50.194117,0,2,2,4,0,0,113,small, The Mountains,yes,57.666298
  6e32f68f, 6/25/1605 11:42 AM ,  11/13/1607 11:59 PM,0,70.314789,4.765472,67.374338,27.452209,55.901446,0,3,3,4,0,0,155,small, The Mountains,yes,15.533704
  6e32f6a3, 5/26/1601 1:45 PM ,  3/13/1612 11:52 AM,0,16.048008,72.699014,27.807810,49.612767,1.592424,0,,3,3,0,0,87,small, The Mountains,yes,83.177119
  6e32f6cc, 7/1/1600 4:46 PM ,  6/14/1608 12:13 AM,0,70.906307,109.897138,58.067793,154.999769,15.168378,,3,4,4,0,0,50,small,,yes,120.184937
  6e32f6f1, 7/9/1600 5:54 AM ,  1/1/1612 11:35 AM,0,63.424343,84.515896,103.811278,17.187292,42.791232,1,3,3,2,0,0,75,small, Cursed Land,,95.402392
  6e32f724, 8/3/1602 5:22 PM ,  9/14/1609 11:26 PM,0,20.039817,68.715442,50.231007,79.495927,3.271062,1,4,3,3,0,0,91,small, Cursed Land,yes,79.029266
  6e32f782, 2/7/1605 8:21 AM ,  4/5/1612 7:18 PM,0,114.746025,37.225589,49.893185,114.152437,32.894653,0,2,2,2,0,0,123,small, King's Landing,yes,47.888082
  6e32f78c, 11/26/1602 11:24 PM ,  10/21/1610 10:21 AM,0,92.527216,2.427840,25.662891,225.108462,3.697768,,,4,2,0,0,158,small, The Mountains,yes,13.070412
  6e32f7c2, 11/22/1600 3:56 AM ,  1/19/1611 12:35 PM,0,10.857842,6.368270,3.570363,70.937560,24.230486,0,3,4,2,0,0,154,small, Servant's Premises,yes,16.584712
  6e32f832, 1/5/1600 9:27 PM ,  9/12/1607 10:35 AM,0,,82.528576,3.861668,147.474129,15.078291,0,4,3,4,0,1,77,huge, The Mountains,no,93.396031
  6e32f9c0, 6/16/1605 5:56 PM ,  2/18/1608 4:26 AM,0,,22.706582,64.169977,57.660720,66.685461,0,4,4,3,0,0,137,small, The Mountains,yes,33.168154
  6e32f9cf, 5/25/1603 11:58 AM ,  1/11/1607 8:43 PM,,13.638058,8.520283,45.682715,225.899672,38.425540,0,4,4,3,0,,151,small, Servant's Premises,yes,18.703184
  6e32faef, 1/24/1600 10:28 AM ,  10/5/1611 2:35 AM,0,25.927515,11.390089,21.754356,71.908529,43.216289,0,4,4,4,0,0,149,small, The Mountains,yes,21.395510
  6e32fafe, 1/7/1603 12:44 AM ,  12/11/1607 7:50 AM,,,48.420941,10.263725,162.080552,0.885887,1,3,3,2,0,0,112,small, King's Landing,yes,58.619146
  6e32fb1e, 6/18/1602 5:21 AM ,  8/9/1607 10:54 PM,0,115.451650,14.549338,145.642483,77.154576,6.298956,0,2,2,2,0,0,145,small, Servant's Premises,yes,25.395433
  6e32fb8e, 7/10/1606 12:39 PM ,  4/17/1610 12:39 PM,0,27.581052,56.043785,52.929392,39.452310,70.484534,0,3,2,2,0,1,104,small, The Mountains,,66.954910
  6e32fbb9, 2/2/1601 12:37 PM ,  12/3/1609 2:12 AM,0,19.674600,103.674648,13.123037,7.378616,49.111642,0,,4,2,0,0,56,small, Servant's Premises,yes,113.733832
  6e32fbc1, 9/9/1602 2:14 PM ,  3/23/1609 5:26 PM,,21.792102,93.526878,3.140849,25.089719,5.597212,0,3,3,4,0,0,66,huge, The Mountains,,104.146375
  6e32fc27, 5/14/1603 9:27 AM ,  4/6/1608 5:49 AM,0,52.889625,119.675111,17.051304,138.749597,1.098786,0,2,2,4,0,1,40,small, Cursed Land,no,129.783293
  6e32fcc2, 10/17/1603 12:23 AM ,  4/9/1607 8:34 PM,0,,115.635487,118.869302,182.836369,91.269656,1,3,2,2,0,0,44,huge, Cursed Land,,126.429317
  6e32fcd7, 6/20/1600 2:50 PM ,  3/12/1611 1:11 AM,0,43.184176,27.321192,110.674420,97.092355,17.019429,0,4,2,2,0,0,133,small, Cursed Land,yes,37.351305
  6e32fcf2, 12/20/1606 11:57 PM ,  7/7/1610 3:20 PM,0,25.348623,8.820665,95.313158,184.540455,12.437217,0,2,3,2,0,0,151,huge, Cursed Land,yes,18.901140
  6e32fd72, 1/27/1602 6:25 PM ,  9/26/1612 7:50 AM,0,2.810945,112.926325,,186.564222,30.962871,0,3,4,3,0,0,47,small, The Mountains,yes,122.935924
  6e32fdfa, 9/25/1601 9:14 AM ,  9/24/1610 4:39 PM,0,61.912778,24.839946,8.372783,162.088181,37.912749,0,2,3,,0,0,135,small, Cursed Land,yes,35.372525
  6e32ff0c, 9/1/1606 1:29 AM ,  8/6/1611 2:14 AM,0,96.948750,120.177907,36.628960,174.853605,10.844670,1,2,3,2,0,0,40,small, Cursed Land,yes,130.272209
  6e32ff13, 7/8/1604 12:38 PM ,  4/6/1610 10:17 PM,,107.133753,8.038322,1.392196,113.388452,76.644008,1,4,2,2,0,1,152,small, The Mountains,no,18.265703
  6e32ff31, 8/17/1602 6:41 AM ,  4/24/1607 9:23 PM,0,50.105394,40.805367,,24.315088,89.865864,0,4,4,4,0,0,119,small, The Mountains,yes,51.001460
  6e32fff2, 6/23/1601 9:31 PM ,  5/8/1610 11:38 PM,0,99.638681,51.845529,45.145673,240.561938,8.132192,,3,2,3,0,0,108,small, Servant's Premises,yes,62.662692
  6e33001b, 9/23/1603 9:56 AM ,  2/14/1610 2:20 AM,0,66.472062,109.626017,34.315703,161.435022,30.835770,0,2,3,4,0,0,50,huge, The Mountains,yes,119.719039
  6e33001e, 3/18/1600 1:50 PM ,  10/28/1608 4:55 PM,1,69.529097,30.586186,136.680165,171.121346,18.986669,0,2,4,3,,0,129,no,,,40.693202
  6e33004b, 11/2/1606 5:25 PM ,  2/24/1612 6:28 PM,0,92.585027,32.721565,51.246901,13.434231,22.568184,1,4,4,2,0,0,127,small,,yes,43.009812
  6e3300c3, 6/1/1605 6:56 AM ,  3/12/1611 2:26 PM,0,32.169743,26.187061,131.569537,97.508027,65.674516,1,3,2,4,0,0,134,small, Cursed Land,yes,36.282829
  6e3300cc, 10/22/1604 3:30 AM ,  12/14/1611 12:52 AM,0,46.422890,2.807325,,211.149464,16.777109,,3,4,2,0,0,157,small, Servant's Premises,yes,13.312608
  6e330169, 10/4/1602 12:49 PM ,  4/15/1611 1:23 AM,0,97.054481,25.316509,24.332822,39.936764,35.546010,0,,4,3,0,0,135,huge, The Mountains,yes,35.942523
  6e33016c, 9/8/1602 12:28 PM ,  10/7/1610 10:59 PM,0,71.439600,67.387239,3.389756,91.621878,72.382720,0,2,4,2,0,0,93,small, Servant's Premises,yes,77.479919
  6e330170, 5/2/1606 5:40 PM ,  1/12/1612 10:38 PM,0,56.563167,31.755092,0.727527,206.182550,21.149556,0,2,4,4,0,0,128,huge, King's Landing,yes,42.671571
  6e330174, 11/12/1602 5:33 AM ,  5/23/1612 5:47 PM,0,,2.239287,3.252583,91.563812,3.364811,0,3,2,4,0,1,158,small, The Mountains,no,12.283630
  6e330179, 2/9/1604 11:45 AM ,  11/20/1608 6:19 PM,0,76.203502,19.870243,,214.520375,22.458206,0,3,3,3,0,0,140,huge, The Mountains,yes,30.699005
  6e3301fb, 6/19/1604 4:28 PM ,  9/15/1610 1:10 PM,0,19.320885,54.747944,,86.628955,10.360856,0,2,4,2,0,0,105,small, Cursed Land,yes,64.970714
  6e330261, 7/12/1606 5:35 PM ,  11/13/1608 5:26 AM,0,127.272562,42.792451,2.915585,142.732191,12.521621,0,4,4,4,0,1,117,small, The Mountains,no,52.932464
  6e3302c0, 7/25/1603 6:54 AM ,  11/12/1607 6:17 AM,0,50.583812,26.231067,35.339506,204.130846,17.327181,0,2,4,2,0,0,134,small, The Mountains,yes,36.339367
  6e3302c4, 2/28/1604 2:20 PM ,  4/16/1609 10:44 PM,0,,16.993485,,47.265974,14.783174,1,2,4,2,0,0,143,small, The Mountains,yes,27.385923
  6e3302ef, 7/9/1600 3:54 PM ,  8/17/1609 8:16 AM,0,93.032408,9.711363,28.674560,132.474990,36.368139,1,2,2,2,0,0,150,small, The Mountains,yes,20.090745
  6e33033a, 1/6/1601 6:38 AM ,  2/13/1608 1:55 PM,0,28.621800,102.924564,43.604023,74.355762,46.933874,,4,4,,0,0,57,small, The Mountains,yes,113.211605
  6e330387, 11/28/1606 10:49 AM ,  9/28/1607 3:59 AM,0,77.979814,9.283368,22.809308,189.480424,25.991913,0,2,4,3,0,1,151,small, The Mountains,no,19.567019
  6e3303ff, 12/15/1602 4:55 AM ,  6/6/1608 6:13 PM,0,97.087810,15.339112,8.107105,174.697364,17.616391,1,3,4,3,0,0,145,huge, King's Landing,yes,26.261842
  6e330425, 11/22/1604 4:43 AM ,  5/19/1607 5:44 AM,0,24.030123,74.268488,70.770211,165.429519,0.296308,1,4,4,4,0,,86,huge, The Mountains,yes,84.589788
  6e33043b, 3/28/1604 2:53 AM ,  2/17/1609 10:44 AM,0,4.080546,80.214226,85.588155,74.765273,19.866906,1,4,4,4,0,0,80,small, The Mountains,yes,91.079153
  6e330463, 4/1/1605 12:36 PM ,  5/2/1608 9:59 AM,,54.797281,68.333331,,80.430364,15.419439,0,4,4,4,0,0,92,huge, The Mountains,yes,78.374328
  6e330473, 12/11/1601 12:32 PM ,  10/13/1611 2:26 PM,,17.020502,54.302880,,113.954258,50.799672,0,2,2,2,0,0,106,huge, Cursed Land,yes,64.508714
  6e3304ec, 5/13/1603 8:58 AM ,  3/14/1612 2:39 AM,0,60.119590,1.649481,90.586836,70.300575,3.513617,0,3,2,3,0,0,158,huge, The Mountains,yes,12.563649
  6e3304fb, 3/23/1604 11:33 AM ,  4/11/1609 3:51 PM,0,20.190065,,51.678412,66.444476,14.792484,0,3,2,4,0,0,74,small, The Mountains,yes,
  6e3304fd, 12/14/1606 4:48 AM ,  6/6/1609 3:49 PM,0,121.932011,1.654209,32.367476,129.563244,46.028720,0,4,3,2,0,0,158,huge, Cursed Land,yes,12.030747
  6e33051f, 8/9/1604 3:29 PM ,  3/21/1611 9:53 PM,0,32.822978,17.231118,75.196835,68.198736,5.815937,0,2,4,4,0,0,143,small, Servant's Premises,yes,27.535772
  6e330535, 2/17/1604 9:23 AM ,  11/7/1609 5:33 PM,1,56.170123,5.656297,44.388706,268.292232,9.581154,0,3,4,,,0,154,no,,yes,16.595372
  6e3305c5, 7/14/1605 9:18 AM ,  4/3/1611 8:10 PM,1,,58.863846,100.770493,64.444041,24.642892,,4,2,3,,0,101,no, The Mountains,yes,69.058955
  6e3305d4, 7/6/1604 8:45 PM ,  11/20/1611 8:43 PM,0,45.966063,68.619030,38.033588,89.126517,18.522446,0,,2,3,0,0,91,small, The Mountains,,79.224600
  6e330650, 2/18/1600 12:54 PM ,  2/4/1610 8:55 AM,0,,36.758405,54.916810,123.311090,17.188350,0,4,2,3,0,0,123,small, The Mountains,yes,46.960727
  6e33066f, 4/6/1603 7:24 AM ,  9/5/1609 7:22 AM,1,,10.228963,94.467698,147.858164,29.525687,0,3,4,3,,0,150,no, King's Landing,yes,20.629111
  6e33069e, 8/28/1601 6:33 PM ,  4/21/1610 11:59 PM,0,108.925209,12.525867,60.734376,3.048576,45.658307,0,3,3,4,0,0,147,small, King's Landing,yes,22.788458
  6e3306b1, 2/1/1605 5:14 AM ,  7/14/1610 3:46 PM,0,42.531353,29.967628,6.446841,23.560038,6.763597,0,4,4,3,0,0,130,small, King's Landing,,40.853465
  6e3306d9, 5/26/1604 8:13 AM ,  1/4/1609 7:41 AM,0,32.358007,14.075704,36.354140,217.259651,32.217703,0,4,3,4,0,0,146,small, The Mountains,yes,24.127534
  6e330705, 5/22/1605 9:52 AM ,  9/13/1608 8:20 PM,0,56.070684,46.693554,41.024840,53.854229,1.798869,0,2,2,3,0,0,113,huge, The Mountains,yes,57.513530
  6e33072d, 12/16/1605 5:40 AM ,  2/11/1611 3:49 AM,0,45.135429,78.652835,114.732262,119.462850,37.174229,0,3,2,2,0,,81,small, The Mountains,yes,89.278289
  6e330752, 11/17/1600 1:19 AM ,  11/20/1611 9:56 AM,0,134.439118,22.093227,74.094985,214.815809,19.236298,0,,2,,0,1,138,huge, The Mountains,no,32.475626
  6e330762, 12/7/1603 3:31 AM ,  6/17/1612 12:35 AM,0,30.964644,11.893271,17.038567,60.615220,39.011075,0,3,2,4,0,0,148,huge, Cursed Land,yes,22.851142
  6e3307a2, 10/3/1601 1:54 AM ,  7/18/1611 8:19 AM,0,31.210007,73.596067,74.551041,,15.895474,0,3,4,3,0,0,86,huge, Cursed Land,yes,84.420565
  6e3307aa, 12/23/1604 2:10 PM ,  11/5/1609 6:29 PM,0,14.927460,25.974022,84.755289,92.066366,7.412572,1,3,4,4,0,0,134,huge, Cursed Land,yes,36.305371
  6e3307ed, 1/27/1602 12:35 AM ,  9/16/1610 8:10 AM,0,6.087127,53.235575,41.068031,80.150170,5.634520,,2,3,3,0,0,107,small, Servant's Premises,yes,64.036683
  6e330824, 4/27/1600 10:52 AM ,  9/27/1611 8:17 AM,0,33.331631,44.505941,86.173075,70.511706,1.890636,0,3,4,,0,0,115,huge, The Mountains,,54.738835
  6e330850, 6/2/1604 5:32 PM ,  3/11/1610 5:56 AM,0,97.393559,69.552861,33.616088,,31.626888,0,2,4,3,0,0,90,small, The Mountains,yes,79.797798
  6e33087e, 5/17/1603 7:48 AM ,  9/18/1607 11:44 AM,0,29.369355,,31.136960,99.580428,65.484236,0,,3,3,0,0,74,small, Cursed Land,yes,
  6e330979, 12/6/1603 12:47 AM ,  8/12/1609 11:31 AM,0,7.029582,3.789398,46.725184,64.238841,16.096455,0,,4,2,0,,156,huge, Cursed Land,yes,14.120624
  6e3309d9, 12/17/1605 11:13 AM ,  9/19/1607 5:31 PM,0,39.201851,77.305175,77.085737,21.680031,17.865828,0,4,3,2,0,0,83,small, Servant's Premises,yes,87.861062
  6e330a20, 2/11/1602 9:17 PM ,  5/19/1609 1:43 PM,0,55.392336,94.792591,101.866055,89.614369,42.180142,1,4,3,3,0,0,65,small, Cursed Land,yes,104.920192
  6e330a48, 9/17/1601 9:37 PM ,  9/2/1609 3:17 PM,0,23.625988,34.460370,23.855814,116.327617,26.954515,0,3,4,3,0,1,126,huge, The Mountains,no,44.895455
  6e330af5, 7/19/1604 12:23 AM ,  1/5/1611 9:46 PM,0,38.416421,0.175247,59.851869,174.196851,3.382857,0,2,2,2,0,0,160,small, Cursed Land,,10.324582
  6e330b86, 9/14/1605 8:15 AM ,  6/24/1608 3:30 PM,0,,65.060881,94.580258,48.306101,24.605291,0,4,3,3,0,0,95,huge, The Mountains,yes,75.928150
  6e330bb6, 6/8/1602 2:27 AM ,  8/19/1609 3:10 AM,1,59.098543,63.605770,75.177776,155.648271,10.165944,0,,3,4,,0,96,no, The Mountains,yes,74.067987
  6e330ca5, 6/3/1602 7:37 AM ,  1/14/1607 3:42 AM,0,,80.127573,,171.377230,35.933868,0,3,3,4,0,0,80,small, Servant's Premises,yes,90.453226
  6e330cbe, 3/3/1604 3:36 PM ,  2/27/1611 10:18 PM,0,62.192996,14.984610,86.375940,48.529156,12.437037,1,3,2,2,0,0,145,huge, Servant's Premises,yes,25.070722
  6e330ce4, 4/8/1604 9:14 AM ,  12/28/1607 8:19 PM,0,35.685384,127.089288,107.302864,169.960895,8.735833,0,,4,4,0,0,33,small, The Mountains,yes,137.128866
  6e330d16, 8/3/1601 7:11 AM ,  8/13/1610 10:58 PM,0,,0.581149,31.782614,145.531517,4.366832,0,2,,3,0,0,159,small, King's Landing,yes,10.808334
  6e330d25, 7/6/1602 12:12 AM ,  2/20/1609 8:18 AM,0,12.567106,30.219150,73.421411,188.276773,17.106255,0,4,2,3,0,,130,small, The Mountains,yes,40.600331
  6e330d7a, 1/7/1603 7:43 PM ,  2/5/1610 5:55 AM,0,,57.978603,,48.506855,46.425285,0,4,3,2,0,0,102,small, King's Landing,yes,68.073856
  6e330d8f, 3/7/1605 2:34 PM ,  8/14/1611 5:20 AM,,24.550386,0.897615,70.265338,60.601613,54.215937,0,2,2,3,0,1,159,small, Cursed Land,no,11.094324
  6e330da8, 1/17/1600 5:24 AM ,  10/2/1607 3:22 PM,0,57.956339,116.137714,32.687924,132.664910,45.509398,0,2,2,4,0,0,44,small, Servant's Premises,yes,126.311290
  6e330dab, 9/15/1606 1:24 PM ,  7/3/1611 3:18 AM,,24.466396,2.240993,27.647422,44.566066,42.925932,,4,,2,0,0,158,small, King's Landing,yes,12.348875
  6e330dd7, 2/23/1604 7:12 AM ,  10/3/1609 12:20 PM,0,87.466407,31.615633,48.404484,47.658557,74.349075,0,2,2,4,0,0,128,huge, Cursed Land,yes,41.958801
  6e330df7, 1/4/1600 2:58 AM ,  12/20/1610 3:10 PM,0,87.101989,5.178890,43.799974,44.643995,57.516438,0,4,2,3,0,1,155,small, The Mountains,no,15.980422
  6e330e01, 8/27/1603 8:37 PM ,  8/10/1610 9:35 AM,0,7.133915,51.076314,14.524990,217.566721,22.386912,0,4,3,4,0,0,109,small, The Mountains,yes,61.414002
  6e330e3d, 10/2/1602 5:38 PM ,  9/1/1607 2:49 AM,0,38.390417,53.731235,12.132586,131.657403,13.286101,0,4,2,3,0,0,106,huge, Cursed Land,yes,63.816942
  6e330e57, 3/6/1603 10:59 PM ,  7/8/1610 12:56 PM,,46.715173,14.201232,,62.959036,1.252319,0,3,4,2,0,0,146,small, The Mountains,yes,24.425832
  6e330e64, 4/1/1600 3:16 AM ,  3/26/1610 11:22 PM,,30.705552,72.577953,129.896605,159.983118,46.008905,0,4,3,3,0,0,87,small, King's Landing,yes,83.302491
  6e330e82, 1/28/1602 4:47 PM ,  12/13/1609 4:49 AM,0,52.103924,27.271631,95.796772,,73.569270,0,3,2,2,0,1,133,small, King's Landing,no,37.679051
  6e330eb6, 11/15/1601 1:26 PM ,  10/12/1607 10:14 AM,,32.768643,29.874266,,66.245091,24.918443,0,,,4,0,0,130,huge,,,40.381173
  6e330ebf, 6/19/1601 11:40 AM ,  5/11/1608 10:50 PM,0,13.082429,58.022939,,74.976480,54.768963,0,3,4,3,0,0,102,small, The Mountains,yes,68.573851
  6e330ee4, 2/11/1603 5:22 AM ,  2/19/1612 8:59 AM,0,82.144987,116.928622,15.064594,10.274096,36.148615,0,3,3,2,0,0,43,huge, The Mountains,,127.345631
  6e330f23, 3/23/1606 5:34 PM ,  5/7/1610 10:29 PM,,8.955276,35.022480,89.896823,3.235970,21.973287,0,4,2,3,0,0,125,huge, Servant's Premises,yes,45.708507
  6e330f88, 2/27/1602 2:42 PM ,  4/20/1609 9:31 AM,0,22.629413,22.831888,5.241943,117.952770,52.095957,0,2,3,4,0,0,137,small, Servant's Premises,,33.008316
  6e330fc7, 9/16/1600 4:25 PM ,  10/4/1612 8:27 PM,0,64.108623,7.349251,,164.712874,37.371735,1,4,4,2,0,1,153,small, The Mountains,yes,18.139141
  6e331006, 11/24/1603 9:12 PM ,  2/12/1611 2:45 AM,0,25.796234,0.701938,21.076014,13.507149,34.146074,0,3,2,3,0,0,159,huge, The Mountains,yes,11.204100
  6e331032, 9/6/1601 11:52 PM ,  2/20/1609 2:43 AM,,69.748146,2.470134,63.601660,131.631246,7.393903,,2,3,3,0,0,158,small, The Mountains,yes,13.073040
  6e33103e, 11/14/1604 2:28 AM ,  4/28/1608 2:33 PM,,92.571097,45.832968,23.898575,33.957621,26.756414,1,,3,2,0,0,114,small, Servant's Premises,,56.503344
  6e331047, 6/20/1601 8:23 PM ,  8/20/1609 1:20 AM,0,99.263212,24.118150,4.401107,,63.959023,,4,4,2,0,0,136,small, The Mountains,,34.747379
  6e33107f, 10/13/1605 12:36 AM ,  11/4/1609 12:40 PM,0,48.539373,17.103135,,117.546588,31.198769,,2,2,3,0,0,143,small, Cursed Land,yes,27.604651
  6e331087, 5/11/1602 8:37 PM ,  11/14/1610 3:34 AM,0,105.365924,,4.780212,51.555642,47.553848,0,3,3,3,0,0,74,small, The Mountains,yes,
  6e33109f, 11/16/1605 6:53 PM ,  11/10/1607 4:55 PM,0,28.422309,61.546058,116.864779,115.824379,1.143629,,3,4,4,0,0,98,small, Cursed Land,yes,72.348643
  6e3310a1, 2/21/1600 3:34 AM ,  7/18/1611 1:14 PM,0,1.579544,43.505805,43.928044,11.994520,22.252729,0,4,2,,0,1,116,huge,,no,53.673434
  6e3310a7, 12/4/1605 8:56 PM ,  9/15/1610 11:52 PM,0,75.441300,15.591127,43.289154,10.424992,11.022906,0,3,4,2,0,1,144,small,,no,25.596664
  6e3310d3, 8/12/1601 5:27 AM ,  2/27/1609 12:36 PM,0,,11.736469,18.091377,40.251309,15.057595,0,3,3,2,0,0,148,small, King's Landing,yes,21.843073
  6e331166, 1/17/1602 5:56 AM ,  9/15/1612 4:53 PM,,4.409859,32.531702,87.714648,60.726297,38.773180,0,2,4,3,0,0,127,huge,,,43.286073
  6e33120a, 8/25/1602 12:54 PM ,  4/11/1609 2:23 PM,0,50.483563,6.001365,,118.471550,22.209198,0,2,2,2,0,0,154,small, King's Landing,yes,16.102803
  6e33121c, 12/19/1605 12:35 PM ,  6/20/1609 6:30 PM,0,16.161952,32.066489,83.043519,140.625749,15.034106,0,2,3,3,0,0,128,small,,yes,42.698054
  6e3312dd, 3/12/1601 4:43 AM ,  5/21/1607 7:43 AM,,10.453578,50.477346,45.500217,33.144355,25.658182,0,2,4,3,0,0,110,small,,yes,61.263877
  6e3312fc, 2/2/1601 12:46 PM ,  5/19/1608 9:22 AM,0,55.440724,61.324306,64.378868,24.224292,52.662019,0,4,3,3,0,0,99,small, Cursed Land,yes,72.151548
  6e331315, 6/18/1605 12:42 AM ,  8/2/1610 10:48 AM,,25.422267,7.770509,33.259383,28.314804,62.041694,1,2,2,3,0,0,152,huge, King's Landing,yes,17.809806
  6e331317, 8/9/1600 10:26 PM ,  6/21/1608 8:32 AM,0,27.296254,48.648577,62.607110,95.262692,25.830564,1,,3,3,0,,111,small, Cursed Land,yes,59.028344
  6e331350, 1/17/1603 10:10 PM ,  9/18/1609 2:27 PM,1,121.847464,124.844256,70.073339,152.272278,57.725345,1,4,4,,,0,35,no, King's Landing,,135.575368
  6e3313e3, 4/23/1603 1:59 PM ,  1/15/1609 5:49 AM,0,120.050867,14.621045,31.826176,5.917584,42.397803,0,4,3,3,0,0,145,small, The Mountains,,24.647580
  6e3313fe, 9/4/1600 3:23 PM ,  6/1/1609 9:14 PM,0,27.369220,2.805312,43.626775,6.683821,51.869662,1,4,3,2,0,0,157,small, King's Landing,yes,13.585556
  6e331480, 12/21/1606 12:18 PM ,  4/16/1610 1:29 PM,0,52.297090,29.966315,5.202592,10.152486,67.889272,0,4,4,3,0,0,130,small, The Mountains,yes,40.092671
  6e3314e3, 8/12/1603 8:27 PM ,  12/14/1612 5:17 AM,0,2.916386,0.977542,,56.233379,17.187217,0,2,2,4,0,0,159,small, The Mountains,yes,11.702807
  6e33154c, 2/1/1606 12:13 AM ,  10/7/1607 1:37 AM,0,19.051912,5.927774,58.884006,73.066072,31.391980,,4,,4,0,0,154,huge, The Mountains,yes,16.657676
  6e33155a, 11/22/1605 4:29 AM ,  9/1/1610 10:44 AM,0,47.825482,49.970613,13.740143,174.497737,39.720015,0,3,2,3,0,0,110,small, Servant's Premises,yes,60.611520
  6e331651, 6/9/1602 11:15 PM ,  2/3/1611 9:33 PM,0,,53.243062,26.828159,155.074322,3.769016,0,,3,4,0,0,107,small, The Mountains,,63.273911
  6e3316d7, 8/15/1600 2:43 AM ,  2/21/1612 7:57 AM,,120.441327,0.597657,77.868109,197.918738,19.224573,0,3,4,3,0,0,159,small, The Mountains,yes,10.609796
  6e3316dd, 9/25/1604 7:30 PM ,  4/11/1607 3:11 AM,0,4.777342,47.030798,68.545386,167.603764,34.802744,0,3,2,4,0,0,113,huge, Cursed Land,yes,57.588806
  6e33175a, 3/13/1600 8:33 PM ,  4/21/1609 10:17 AM,,42.581281,140.907292,46.514294,177.202041,9.194682,,3,2,4,0,1,19,small, Cursed Land,,151.060348
  6e33175f, 8/11/1600 7:58 PM ,  2/4/1608 4:25 PM,0,34.068610,3.306615,18.648465,78.839438,18.282573,0,4,4,4,0,0,157,small, Cursed Land,yes,13.449353
  6e3317fb, 3/12/1603 4:59 PM ,  1/25/1612 3:12 PM,,18.837771,62.901588,53.418249,69.352278,29.238896,1,3,4,2,0,0,97,huge, King's Landing,yes,73.102927
  6e33184e, 6/11/1600 6:53 AM ,  10/23/1611 5:16 AM,0,33.240181,53.130668,3.525538,71.125971,30.318483,0,2,3,4,0,0,107,small, The Mountains,yes,63.335132
  6e3318a4, 1/18/1605 3:36 PM ,  7/24/1611 8:24 AM,0,12.416679,53.865326,12.314551,23.987559,25.196145,0,4,3,4,0,0,106,small, The Mountains,yes,64.767839
  6e3318c0, 7/9/1602 4:12 PM ,  12/21/1610 1:57 PM,0,128.569424,27.621283,112.334031,51.373232,0.931270,0,4,2,2,0,0,132,small, The Mountains,yes,37.762611
  6e3318f8, 6/27/1604 7:16 PM ,  10/23/1607 6:19 AM,0,,23.215203,66.875798,122.559682,46.190051,0,2,4,2,0,0,137,small,,yes,34.023035
  6e331907, 5/8/1602 11:39 PM ,  9/4/1607 1:42 AM,0,6.805789,75.501998,21.975585,162.087181,4.830632,1,,3,4,0,0,84,small, Servant's Premises,yes,85.864381
  6e331950, 10/17/1606 7:38 AM ,  7/18/1611 9:59 PM,0,,16.258173,17.264218,23.208872,5.799627,0,2,3,3,0,0,144,huge, The Mountains,yes,26.350743
  6e3319b9, 1/12/1603 2:45 PM ,  7/13/1607 7:20 PM,1,47.165648,43.866399,115.676893,3.766234,95.041124,1,4,2,2,,1,116,no,,no,54.397866
  6e331a8b, 2/20/1605 5:15 AM ,  3/1/1607 9:53 PM,0,42.077204,16.294927,13.656867,95.960638,13.679363,,2,4,2,0,0,144,small, The Mountains,yes,26.679256
  6e331aa3, 11/21/1600 10:31 AM ,  2/25/1610 10:38 PM,0,23.330060,3.461510,13.859256,82.237454,33.089895,0,2,2,2,0,0,157,small, The Mountains,yes,14.100951
  6e331b5e, 5/1/1604 7:23 PM ,  6/8/1607 10:49 AM,0,13.564581,9.434444,59.335653,205.164844,48.977716,0,3,3,2,0,0,151,small, The Mountains,,20.314008
  6e331b6d, 6/1/1605 1:34 AM ,  1/21/1609 6:25 AM,0,8.685957,8.052293,91.991090,46.632001,51.426494,0,2,3,4,0,0,152,small, The Mountains,yes,18.167903
  6e331c72, 4/25/1604 10:45 AM ,  8/20/1612 1:48 PM,0,,34.203968,28.123703,109.782869,5.261979,0,3,3,3,0,0,126,small,,yes,44.225905
  6e331c95, 12/3/1602 8:36 PM ,  10/13/1611 10:11 AM,0,14.389275,35.989617,82.943831,33.058372,79.612176,0,3,4,3,0,0,124,small, King's Landing,,46.459503
  6e331ca9, 2/21/1606 8:32 AM ,  11/25/1608 2:45 PM,0,14.879622,50.064723,23.908966,190.621696,54.999905,0,4,2,4,0,0,110,small, The Mountains,yes,60.974159
  6e331d1e, 11/28/1606 3:16 AM ,  7/14/1610 2:46 PM,0,57.007420,77.290271,68.152255,112.114496,47.880460,1,,3,4,0,1,83,small,,,87.419275
  6e331d39, 2/6/1605 11:31 PM ,  12/23/1610 11:58 AM,,53.566896,27.859337,0.757092,82.297177,3.521354,0,3,,4,0,1,132,huge, Cursed Land,,38.033620
  6e331db8, 1/25/1603 4:39 AM ,  6/10/1611 8:55 PM,,21.835705,71.999885,,12.635075,5.199380,0,2,2,3,0,0,88,small, The Mountains,yes,82.974438
